Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Reliability
GX,Riyadh,Lexus,Automatic,Saudi,Full,2015,4.6,146000,False,126000,Moderate
Yaris,Jeddah,Toyota,Manual,Saudi,Standard,2010,1.3,350000,False,13000,Unreliable
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2020,1.6,30500,False,62000,Reliable
Rav4,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,2.5,15000,False,111000,Reliable
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,78000,True,0,Moderate
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,248000,False,49000,Unreliable
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,283100,True,0,Moderate
Ranger,Riyadh,Ford,Manual,Other,Full,2015,1.5,7000,True,0,Moderate
Camry,Qassim,Toyota,Automatic,Saudi,Standard,2017,2.5,84000,False,45000,Moderate
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,118000,False,91000,Moderate
Land Cruiser,Aseer,Toyota,Manual,Saudi,Semi Full,2003,4.6,495000,True,0,Unreliable
Land Cruiser,Jazan,Toyota,Automatic,Gulf Arabic,Full,2011,4.6,1060204,False,115000,Unreliable
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2017,2.5,240000,False,41000,Moderate
Suburban,Jeddah,GMC,Automatic,Saudi,Semi Full,2001,5.3,300000,False,15000,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,150000,False,40000,Moderate
Rio,Jubail,Kia,Automatic,Saudi,Semi Full,2016,1.4,103000,False,27000,Moderate
Duster,Al-Ahsa,Renault,Automatic,Saudi,Full,2017,2.0,106000,False,1128,Moderate
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,327000,False,46000,Moderate
Ram,Jeddah,Dodge,Automatic,Saudi,Full,2019,5.7,45000,True,0,Reliable
Delta,Al-Ahsa,Daihatsu,Manual,Saudi,Standard,2013,3.7,100000,True,0,Unreliable
Sentra,Jeddah,Nissan,Automatic,Saudi,Standard,2020,1.6,25000,True,0,Reliable
Echo,Jeddah,Toyota,Manual,Other,Standard,2004,1.5,488000,True,0,Unreliable
Durango,Riyadh,Dodge,Automatic,Saudi,Full,2013,5.7,213000,False,40000,Unreliable
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,2.7,180000,False,45000,Unreliable
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.3,31000,False,75000,Moderate
Elantra,Riyadh,Hyundai,Manual,Saudi,Standard,2001,1.6,372,True,0,Unreliable
Compass,Jeddah,Jeep,Automatic,Saudi,Full,2014,2.4,217000,False,25000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2014,3.5,95560,False,80000,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,5.4,50000,True,0,Moderate
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015,3.6,142000,False,110000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,105000,False,35000,Moderate
CX3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,30000,False,54000,Moderate
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2020,3.5,31124,True,0,Reliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,125848,False,30000,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,3.3,446000,False,35000,Moderate
H1,Al-Jouf,Hyundai,Manual,Gulf Arabic,Full,2015,4.5,105000,True,0,Moderate
Furniture,Khobar,Toyota,Automatic,Saudi,Full,2014,1.5,265560,True,0,Moderate
Avalon,Dammam,Toyota,Automatic,Saudi,Standard,2015,3.5,120000,False,66500,Moderate
Ciocca,Qurayyat,Toyota,Automatic,Saudi,Standard,2016,5.7,207382,True,0,Moderate
ES,Riyadh,Lexus,Automatic,Other,Full,2017,3.5,34593,False,148000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.0,130000,False,50000,Moderate
Cadenza,Jeddah,Kia,Automatic,Saudi,Semi Full,2015,3.3,160000,True,0,Moderate
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2019,2.7,20000,False,102000,Reliable
Outlander,Qassim,Mitsubishi,Automatic,Saudi,Semi Full,2020,2.4,43000,False,1625,Reliable
Sunny,Jeddah,Nissan,Automatic,Other,Semi Full,2019,1.5,46000,False,32000,Reliable
C300,Riyadh,Chrysler,Automatic,Saudi,Semi Full,2015,5.7,74000,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,121000,False,82000,Moderate
A3,Riyadh,Audi,Automatic,Saudi,Semi Full,2016,2.0,70000,False,68000,Moderate
Elantra,Al-Jouf,Hyundai,Automatic,Saudi,Standard,2018,2.0,170000,False,43000,Moderate
S,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016,4.0,35000,False,220000,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.5,70000,True,0,Moderate
E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,True,0,Reliable
X40,Jeddah,FAW,Automatic,Saudi,Full,2020,1.1,53000,False,35000,Moderate
Tucson,Makkah,Hyundai,Automatic,Saudi,Semi Full,2013,2.0,213000,False,28000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,6.2,48000,True,0,Moderate
Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2018,3.6,61000,True,0,Moderate
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,172000,False,60000,Unreliable
Sonata,Hail,Hyundai,Automatic,Other,Standard,2015,1.0,93647,True,0,Moderate
Q7,Riyadh,Audi,Automatic,Saudi,Full,2007,7.0,180000,False,50000,Unreliable
ZS,Taef,MG,Automatic,Saudi,Standard,2020,1.5,9300,True,0,Reliable
Yaris,Makkah,Toyota,Automatic,Saudi,Full,2015,1.5,163,True,0,Moderate
Escalade,Dammam,Cadillac,Automatic,Other,Full,2016,6.2,114000,False,175000,Moderate
LS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,55000,False,298000,Moderate
Avanza,Al-Baha,Toyota,Automatic,Saudi,Semi Full,2017,1.6,38500,True,0,Moderate
Rio,Dammam,Kia,Automatic,Saudi,Full,2020,1.4,300,False,57000,Reliable
Land Cruiser,Al-Baha,Toyota,Manual,Saudi,Semi Full,2012,6.6,109,False,120000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,5.3,160000,True,0,Unreliable
ML,Jeddah,Mercedes,Automatic,Saudi,Full,2015,3.5,125000,False,100000,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,155000,False,61000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,30000,False,2560,Reliable
Edge,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,105344,False,66500,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,76192,False,93500,Moderate
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,61000,False,145000,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2019,3.0,49626,False,401500,Reliable
Sentra,Al-Ahsa,Nissan,Automatic,Saudi,Semi Full,2018,1.6,62000,False,41000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,111000,True,0,Moderate
C,Dammam,Mercedes,Automatic,Other,Semi Full,2019,2.0,35000,False,145000,Reliable
Land Cruiser,Jazan,Toyota,Automatic,Saudi,Full,2002,4.6,4000,True,0,Unreliable
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,2.0,120000,False,135000,Moderate
500,Riyadh,Fiat,Automatic,Saudi,Full,2021,1.4,800,True,0,Reliable
Camry,Makkah,Toyota,Automatic,Saudi,Standard,2014,2.5,166400,False,35500,Moderate
Datsun,Al-Ahsa,Nissan,Manual,Saudi,Full,2016,2.4,121122,True,0,Moderate
The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.0,110000,False,107000,Moderate
Accent,Riyadh,Hyundai,Automatic,Other,Semi Full,2010,1.6,240,True,0,Unreliable
Land Cruiser,Al-Jouf,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,3000,False,260000,Reliable
Innova,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,3640000,False,30000,Unreliable
Hilux,Najran,Toyota,Manual,Saudi,Full,2014,2.7,299,True,0,Moderate
Optima,Hafar Al-Batin,Kia,Automatic,Other,Semi Full,2009,2.4,183,True,0,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.6,152000,True,0,Moderate
Q5,Jeddah,Audi,Automatic,Saudi,Semi Full,2018,2.0,17859,False,141000,Moderate
CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Semi Full,2020,2.5,19928,False,86500,Reliable
Victoria,Taef,Ford,Automatic,Other,Semi Full,2011,4.6,190000,True,0,Unreliable
Land Cruiser Pickup,Aseer,Toyota,Manual,Unknown,Full,2013,4.0,270000,True,0,Unreliable
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,91000,True,0,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,1800,False,350000,Reliable
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,68000,False,33000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,1.8,350000,False,50000,Unreliable
Marquis,Al-Baha,Ford,Automatic,Saudi,Standard,2003,4.6,450000,True,0,Unreliable
Civic,Al-Ahsa,Honda,Automatic,Saudi,Full,2020,1.6,60000,True,0,Moderate
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2009,6.0,135000,False,32000,Unreliable
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Standard,2006,3.8,25000,True,0,Unreliable
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2012,6.4,167000,False,85000,Unreliable
The 4,Riyadh,BMW,Automatic,Saudi,Semi Full,2015,2.0,88335,False,126500,Moderate
Taurus,Makkah,Ford,Automatic,Saudi,Semi Full,2016,3.5,175000,False,56008,Moderate
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2017,2.0,31000,False,226000,Moderate
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2019,3.5,39000,False,150000,Reliable
Prado,Al-Medina,Toyota,Automatic,Saudi,Full,2016,4.0,174000,False,120000,Moderate
Charger,Jubail,Dodge,Automatic,Saudi,Semi Full,2019,3.6,51000,False,2069,Moderate
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,195000,False,31000,Moderate
Tahoe,Arar,Chevrolet,Automatic,Saudi,Standard,2020,5.3,26500,True,0,Reliable
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,329000,False,40000,Unreliable
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,61184,False,54000,Moderate
ES,Jeddah,Lexus,Automatic,Saudi,Full,2011,3.5,282000,False,53000,Unreliable
Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2016,3.6,118993,False,107000,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,5.7,93000,False,145000,Moderate
X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2018,2.5,30000,False,68000,Moderate
Optima,Khobar,Kia,Automatic,Gulf Arabic,Standard,2020,2.4,73000,True,0,Moderate
Land Cruiser,Besha,Toyota,Automatic,Saudi,Full,2019,4.6,32000,True,0,Reliable
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,2.0,120000,False,45000,Moderate
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,55000,False,143000,Moderate
ZS,Riyadh,MG,Automatic,Saudi,Full,2020,1.5,33000,False,55000,Reliable
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2014,3.0,11111,False,49000,Moderate
Cressida,Jeddah,Toyota,Manual,Gulf Arabic,Standard,1993,1.2,25000,False,15000,Unreliable
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93049,False,29500,Moderate
Camry,Qassim,Toyota,Manual,Saudi,Semi Full,2001,1.4,500,True,0,Unreliable
Datsun,Dammam,Nissan,Manual,Saudi,Full,2015,2.4,205000,False,30000,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,88000,False,70000,Moderate
Hilux,Tabouk,Toyota,Manual,Saudi,Full,2018,2.7,220000,True,0,Moderate
Elantra,Aseer,Hyundai,Automatic,Saudi,Semi Full,2013,2.0,300000,False,20000,Unreliable
Camry,Riyadh,Toyota,Manual,Other,Standard,2003,2.5,100000,True,0,Unreliable
Dyna,Dammam,Isuzu,Manual,Saudi,Standard,2016,3.0,101000,True,0,Moderate
G70,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,2.0,11000,False,109000,Reliable
CT4,Jeddah,Cadillac,Automatic,Gulf Arabic,Semi Full,2020,3.7,100,False,159000,Reliable
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,180000,False,28500,Moderate
Flying Spur,Dammam,Bentley,Automatic,Saudi,Full,2015,6.0,47000,False,310000,Moderate
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,66000,True,0,Moderate
3,Riyadh,Mazda,Automatic,Other,Standard,2015,1.6,225749,True,0,Moderate
Victoria,Riyadh,Ford,Automatic,Other,Full,1999,4.6,300000,True,0,Unreliable
X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2020,2.0,22000,False,130000,Reliable
LX,Qassim,Lexus,Automatic,Gulf Arabic,Full,2014,5.7,88000,False,207000,Moderate
CLA,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,90000,True,0,Moderate
Sportage,Riyadh,Kia,Automatic,Unknown,Standard,2015,2.4,147000,False,38000,Moderate
Sentra,Aseer,Nissan,Automatic,Saudi,Semi Full,2020,1.6,7000,False,55000,Reliable
Explorer,Dammam,Ford,Automatic,Saudi,Standard,2014,3.5,150000,False,50000,Moderate
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2016,3.5,166000,True,0,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2004,3.5,322000,False,23000,Unreliable
Tahoe,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,185000,True,0,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,5.3,139000,False,110000,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,81165,False,74000,Moderate
Marquis,Aseer,Ford,Automatic,Other,Full,2008,2.0,456300,True,0,Unreliable
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,141000,False,36000,Moderate
S,Riyadh,Mercedes,Automatic,Other,Standard,1980,3.0,160000,False,40000,Unreliable
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018,1.5,106000,False,24500,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,136000,False,42500,Moderate
Abeka,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2009,2.0,370000,False,11000,Unreliable
Azera,Qassim,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,90000,True,0,Moderate
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2015,2.4,221000,False,48000,Moderate
Rio,Dammam,Kia,Automatic,Saudi,Standard,2019,1.4,65000,False,35000,Moderate
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,179622,False,48000,Moderate
Patrol,Al-Medina,Nissan,Automatic,Saudi,Full,2015,4.0,77000,False,166000,Moderate
Odyssey,Jeddah,Honda,Automatic,Saudi,Full,1999,2.5,300000,True,0,Unreliable
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,2.0,113000,False,100000,Moderate
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2016,2.5,2000,True,0,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2012,5.4,195000,False,45000,Unreliable
CS95,Dammam,Changan,Automatic,Saudi,Semi Full,2020,2.0,22058,True,0,Reliable
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2021,3.0,2500,False,748000,Reliable
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2021,3.5,9000,False,122000,Reliable
X,Riyadh,BMW,Automatic,Other,Standard,2020,3.0,55000,False,266000,Moderate
Armada,Riyadh,Nissan,Automatic,Saudi,Standard,2007,5.6,240000,False,30000,Unreliable
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Full,2021,5.3,800,False,310000,Reliable
Carnival,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,89000,False,38000,Moderate
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,78592,False,64000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.2,165,True,0,Moderate
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2019,4.6,35000,True,0,Reliable
S,Jeddah,Mercedes,Automatic,Saudi,Full,2018,4.5,83000,False,315000,Moderate
Mustang,Dammam,Ford,Automatic,Other,Full,2016,2.3,84000,False,99000,Moderate
Taurus,Al-Medina,Ford,Automatic,Saudi,Full,2017,3.5,147000,True,0,Moderate
CX9,Dammam,Mazda,Automatic,Other,Full,2017,3.0,93000,False,111000,Moderate
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,211000,False,69000,Moderate
Range Rover,Dammam,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,56500,False,320000,Moderate
Sierra,Jeddah,GMC,Automatic,Saudi,Full,2016,5.3,161,False,80000,Moderate
Challenger,Riyadh,Dodge,Automatic,Saudi,Full,2014,5.7,155000,False,68000,Moderate
SRT,Riyadh,Chrysler,Automatic,Other,Full,2012,1.9,237,True,0,Unreliable
Suburban,Makkah,Chevrolet,Automatic,Saudi,Standard,2015,1.6,248,True,0,Moderate
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,33501,False,127000,Reliable
Sportage,Aseer,Kia,Automatic,Other,Standard,2014,1.2,150000,False,33000,Moderate
Taurus,Jeddah,Ford,Automatic,Other,Semi Full,2016,3.2,108000,True,0,Moderate
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,3.5,270000,True,0,Unreliable
Impala,Taef,Chevrolet,Automatic,Saudi,Semi Full,2018,3.6,35000,False,85000,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,82000,False,77000,Moderate
S,Riyadh,Mercedes,Automatic,Other,Semi Full,2006,4.3,235115,False,15000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,55106,False,150000,Moderate
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.5,54000,False,73000,Moderate
Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2008,5.4,346000,False,27000,Unreliable
FJ,Riyadh,Toyota,Automatic,Other,Full,2014,4.0,149000,False,75000,Moderate
ES,Hail,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,428000,True,0,Unreliable
Accord,Qassim,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,130000,False,61000,Moderate
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2021,3.5,7050,True,0,Reliable
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,3.6,180000,True,0,Unreliable
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,85828,False,80500,Moderate
X7,Riyadh,Geely,Automatic,Saudi,Full,2019,2.4,32000,False,59500,Reliable
Impala,Jeddah,Chevrolet,Automatic,Saudi,Full,2015,3.5,200007,False,45000,Moderate
Suburban,Aseer,GMC,Automatic,Saudi,Full,1990,5.3,227,True,0,Unreliable
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,273000,True,0,Unreliable
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,3.6,43000,True,0,Moderate
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2017,4.0,95000,True,0,Moderate
Hilux,Al-Ahsa,Toyota,Manual,Other,Semi Full,2014,2.7,240000,True,0,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2015,5.3,101060,False,125000,Moderate
S,Riyadh,Mercedes,Automatic,Other,Full,2016,4.7,95061,False,236500,Moderate
CLS,Jeddah,Mercedes,Automatic,Saudi,Full,2014,3.5,130,False,100000,Moderate
Range Rover,Dammam,Land Rover,Automatic,Saudi,Standard,2020,5.0,42000,True,0,Reliable
Wrangler,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,3.6,26000,False,148000,Reliable
Suburban,Riyadh,Chevrolet,Automatic,Other,Full,2017,5.3,153000,False,162000,Moderate
Megane,Jeddah,Renault,Automatic,Gulf Arabic,Standard,2020,1.6,6400,False,42000,Reliable
Senta fe,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2015,1.6,158000,False,54000,Moderate
Patrol,Jazan,Nissan,Automatic,Saudi,Semi Full,2014,5.6,190000,False,105000,Moderate
Corolla,Taef,Toyota,Manual,Saudi,Standard,2013,1.6,277000,True,0,Unreliable
Nexon,Jeddah,Tata,Manual,Saudi,Standard,2016,2.2,256000,True,0,Moderate
Sierra,Dammam,GMC,Automatic,Saudi,Full,2017,5.3,245000,True,0,Moderate
CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2020,2.5,4000,False,83500,Reliable
ES,Qassim,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,64000,True,0,Moderate
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,64695,False,42000,Moderate
Hilux,Besha,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,320,True,0,Moderate
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,137000,False,39000,Moderate
Sierra,Riyadh,GMC,Automatic,Other,Semi Full,2011,5.3,258000,False,50000,Unreliable
Edge,Makkah,Ford,Automatic,Saudi,Full,2013,3.5,317125,False,32000,Unreliable
Datsun,Hail,Nissan,Manual,Gulf Arabic,Semi Full,1993,2.4,533000,True,0,Unreliable
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2013,1.0,296000,False,79000,Unreliable
E,Dammam,Mercedes,Automatic,Saudi,Full,2014,4.0,161000,False,95000,Moderate
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2015,6.0,262,True,0,Moderate
Suburban,Jeddah,GMC,Automatic,Saudi,Semi Full,2006,5.2,500000,False,14000,Unreliable
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Standard,2016,4.0,106000,False,237000,Moderate
Hilux,Sakaka,Toyota,Manual,Saudi,Full,2012,2.5,335200,False,50000,Unreliable
Senta fe,Makkah,Hyundai,Automatic,Saudi,Semi Full,2017,3.3,147,False,65000,Moderate
Camry,Jeddah,Toyota,Automatic,Other,Full,2000,3.0,169,True,0,Unreliable
Challenger,Jeddah,Dodge,Automatic,Saudi,Full,2013,6.4,249000,False,70000,Unreliable
Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2011,1.8,285205,False,14000,Unreliable
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,2.0,138000,True,0,Moderate
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2019,2.4,28000,False,68000,Reliable
Navara,Jeddah,Nissan,Automatic,Saudi,Full,2015,2.5,129000,False,40000,Moderate
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.4,139000,False,43000,Moderate
The 7,Al-Ahsa,BMW,Automatic,Gulf Arabic,Full,2021,2.0,1500,False,384900,Reliable
X,Jeddah,BMW,Automatic,Saudi,Semi Full,2010,3.0,200,False,61000,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,102650,False,37500,Unreliable
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,82000,False,149000,Moderate
Power,Al-Medina,Great Wall,Automatic,Saudi,Full,2021,2.0,4000,False,95000,Reliable
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,1.0,118,True,0,Moderate
Seven,Al-Ahsa,Changan,Automatic,Saudi,Standard,2022,1.5,460,True,0,Reliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,False,191500,Reliable
B50,Jeddah,FAW,Automatic,Saudi,Full,2016,1.4,89000,False,25000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,116842,False,48500,Unreliable
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2002,2.5,239259,True,0,Unreliable
6,Al-Ahsa,Mazda,Automatic,Saudi,Standard,2018,2.5,188000,False,59000,Moderate
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2015,3.5,103000,False,78000,Moderate
Tahoe,Abha,Chevrolet,Automatic,Saudi,Standard,2016,5.3,217000,False,87000,Moderate
LX,Dammam,Lexus,Automatic,Saudi,Full,2021,5.7,14000,False,445000,Reliable
Land Cruiser,Abha,Toyota,Automatic,Saudi,Semi Full,2006,4.5,69000,True,0,Moderate
Acadia,Jeddah,GMC,Automatic,Saudi,Full,2008,3.6,229000,False,19000,Unreliable
Camry,Abha,Toyota,Automatic,Saudi,Standard,2009,1.6,300000,False,24000,Unreliable
Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2003,5.3,472000,True,0,Unreliable
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2020,1.4,2600,False,45000,Reliable
Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2013,3.6,115458,False,50000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,6.2,328000,True,0,Unreliable
CS75,Al-Ahsa,Changan,Automatic,Saudi,Full,2020,1.8,46000,False,62000,Reliable
Cressida,Al-Medina,Toyota,Manual,Saudi,Standard,1994,4.0,277000,False,11000,Unreliable
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2016,5.2,144000,False,112000,Moderate
Echo Sport,Dammam,Ford,Automatic,Gulf Arabic,Standard,2020,1.5,2819,False,59000,Reliable
Suburban,Al-Baha,Chevrolet,Automatic,Saudi,Full,2015,5.3,70000,False,160000,Moderate
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,40000,False,42000,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2020,5.0,65000,False,435000,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,28000,False,450000,Reliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,123496,False,130000,Moderate
Mustang,Jeddah,Ford,Manual,Saudi,Full,2007,2.3,300000,False,28000,Unreliable
Coupe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.8,127000,True,0,Moderate
Sportage,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,163000,False,43000,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,352000,False,42000,Unreliable
Sportage,Makkah,Kia,Automatic,Saudi,Standard,2019,2.0,93000,True,0,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,3.6,203000,False,55000,Moderate
Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2015,5.7,146000,False,95000,Moderate
